06589,09776,, = ,06647, ,에테리얼 각질, ( ? 개 ), + ,06660, ,비취빛 비늘, ( ? 개 ), + ,03578, ,유리 자갈, ( ? 개 ),,,,,,,,,,,,,,,
06590,12737,, = ,06664, ,길다란 발톱, ( ? 개 ), + ,06658, ,칼날 갈고리 다리, ( ? 개 ), + ,09733, ,, ( ? 개 ),,,,,,,,,,,,,,,
06591,15789,, = ,12266, ,최면 기관, ( ? 개 ), + ,12333, ,환영즙, ( ? 개 ), + ,12708, ,투마의 거울, ( ? 개 ),,,,,,,,,,,,,,,
06592,12738,, = ,09595, ,트랜지스트 콰츠, ( ? 개 ), + ,06696, ,빨간 조약보석, ( ? 개 ), + ,09665, ,난폭한 정령의 정수, ( ? 개 ),,,,,,,,,,,,,,,
06593,12739,, = ,09595, ,트랜지스트 콰츠, ( ? 개 ), + ,06697, ,파란 조약보석, ( ? 개 ), + ,09662, ,차분한 정령의 정수, ( ? 개 ),,,,,,,,,,,,,,,
06594,12740,, = ,09595, ,트랜지스트 콰츠, ( ? 개 ), + ,06698, ,노란 조약보석, ( ? 개 ), + ,09664, ,불안한 정령의 정수, ( ? 개 ),,,,,,,,,,,,,,,
06595,12741,녹령석, = ,09595, ,트랜지스트 콰츠, ( ? 개 ), + ,06699, ,녹색 조약보석, ( ? 개 ), + ,09663, ,온화한 정령의 정수, ( ? 개 ),,,,,,,,,,,,,,,
06596,12742,, = ,09595, ,트랜지스트 콰츠, ( ? 개 ), + ,06700, ,보라색 조약보석, ( ? 개 ), + ,09666, ,추악한 정령의 정수, ( ? 개 ),,,,,,,,,,,,,,,
06597,09777,, = ,06702, ,3562번 레시피, ( ? 개 ), + ,06622, ,, ( ? 개 ), + ,06615, ,탁한 피, ( ? 개 ),,,,,,,,,,,,,,,
06598,18659,, = ,15736, ,, ( ? 개 ), + ,15644, ,용귀각, ( ? 개 ), + ,15625, ,디플렉션 월, ( ? 개 ),,,,,,,,,,,,,,,
06599,15790,, = ,12692, ,반짝이는 곤충 날개, ( ? 개 ), + ,12715, ,잃어버린 날개깃, ( ? 개 ), + ,12612, ,부유 덩어리, ( ? 개 ),,,,,,,,,,,,,,,
06600,21262,, = ,18286, ,대지 돌격자 레어, ( ? 개 ), + ,18064, ,퓨어 젬스톤, ( ? 개 ), + ,18161, ,막장액, ( ? 개 ),,,,,,,,,,,,,,,
09001,15016,정령옥, = ,06059, ,화옥, ( 3 개 ), + ,06060, ,수옥, ( 3 개 ), + ,06061, ,뇌옥, ( 3 개 ), + ,06062, ,독옥, ( 3 개 ),,,,,,,,,,
09002,09107,테러 화장품, = ,00048, ,샘플화장품, ( 1 개 ), + ,00107, ,게의 게거품, ( 1 개 ), + ,00114, ,돼지표 본드, ( 1 개 ), + ,03033, ,오크용 응급치료 가루, ( 1 개 ),,,,,,,,,,
09003,09109,알찬 동물털세트 목도리, = ,00016, ,개털, ( ? 개 ), + ,00017, ,고양이털, ( ? 개 ), + ,00051, ,곰털, ( ? 개 ), + ,00108, ,고릴라털, ( ? 개 ),,,,,,,,,,
09004,09126,무지개 뼈다귀, = ,00070, ,하얀 뼈다귀, ( 1 개 ), + ,00071, ,검은 뼈다귀, ( 1 개 ), + ,00072, ,파란 뼈다귀, ( 1 개 ), + ,00073, ,붉은 뼈다귀, ( 1 개 ),,,,,,,,,,
09005,12058,투명 뼈다귀, = ,00128, ,회색 뼈다귀, ( ? 개 ), + ,00129, ,보라색 뼈다귀, ( ? 개 ), + ,00130, ,하늘색 뼈다귀, ( ? 개 ), + ,00131, ,검붉은 뼈다귀, ( ? 개 ),,,,,,,,,,
09006,06159,괴상한 빵, = ,00033, ,단무지, ( ? 개 ), + ,00044, ,마늘, ( ? 개 ), + ,00111, ,바게뜨 빵, ( ? 개 ), + ,00119, ,오이, ( ? 개 ),,,,,,,,,,
09007,06160,위조쿠폰, = ,00062, ,할인 쿠폰, ( 1 개 ), + ,00101, ,찢어진 쿠폰, ( 1 개 ), + ,00114, ,돼지표 본드, ( 1 개 ), + ,03122, ,볼펜심V, ( 1 개 ),,,,,,,,,,
09008,09129,뿔실드, = ,00114, ,돼지표 본드, ( 1 개 ), + ,03074, ,철판, ( 1 개 ), + ,03078, ,염소뿔, ( 2 개 ), + ,03113, ,소뿔, ( 2 개 ),,,,,,,,,,
09009,12060,울트라 촌지, = ,00020, ,얆은 촌지, ( 1 개 ), + ,03017, ,촌지, ( 1 개 ), + ,06009, ,고급 촌지, ( 1 개 ), + ,09004, ,초고급 촌지, ( 1 개 ),,,,,,,,,,
09010,03142,믹서기, = ,00079, ,20mm 나사, ( ? 개 ), + ,00080, ,40mm 베어링, ( ? 개 ), + ,06555, ,유리, ( ? 개 ), + ,03146, ,식칼, ( ? 개 ),,,,,,,,,,
09011,06165,훼카스 D, = ,00109, ,각성제, ( ? 개 ), + ,00317, ,블랙 엘리멘탈 파우더, ( ? 개 ), + ,03143, ,레두스타, ( ? 개 ), + ,03144, ,휴대용 가스, ( ? 개 ),,,,,,,,,,
09012,06166,롹 매니아 장식, = ,00043, ,코걸이, ( ? 개 ), + ,00057, ,축제장식, ( ? 개 ), + ,00119, ,오이, ( ? 개 ), + ,03006, ,유리 구슬, ( ? 개 ),,,,,,,,,,
09013,06167,자동요리 기계, = ,00137, ,30mm 나사, ( 1 개 ), + ,00145, ,도마, ( 1 개 ), + ,03068, ,식사용 자동기계, ( 1 개 ), + ,03146, ,식칼, ( 1 개 ),,,,,,,,,,
09014,09133,천사의 알, = ,00141, ,양파, ( ? 개 ), + ,03129, ,식빵, ( ? 개 ), + ,06004, ,천사의알의 액, ( ? 개 ), + ,06054, ,마종거의 가슴판, ( ? 개 ),,,,,,,,,,
09015,09134,올인 에센스, = ,00081, ,무색의 엑토플라즘, ( ? 개 ), + ,03075, ,올인교 성표, ( ? 개 ), + ,06067, ,에너지 에센스, ( ? 개 ), + ,09033, ,올인교 성서, ( ? 개 ),,,,,,,,,,
09016,06029,무녀복같은 무녀복, = ,00006, ,짝퉁 무녀복, ( 1 개 ), + ,00143, ,나일론 실, ( 2 개 ), + ,03023, ,무녀복 비스무레한 옷, ( 1 개 ), + ,03147, ,쇠바늘, ( 1 개 ),,,,,,,,,,
09017,12063,중학생 스쿨 수영복, = ,03060, ,좀비 비키니, ( 1 개 ), + ,06015, ,중학생 교복 상의, ( 1 개 ), + ,06026, ,숲 엑기스, ( 2 개 ), + ,09006, ,중학생 교복 치마, ( 1 개 ),,,,,,,,,,
09018,12064,코어 제너레이터, = ,00084, ,저전도 철판, ( 1 개 ), + ,03116, ,왕고철, ( 1 개 ), + ,06104, ,박살공주의 망치, ( 1 개 ), + ,12002, ,나노 제너레이터, ( 1 개 ),,,,,,,,,,
09019,06177,파 사라다, = ,00140, ,쪽파, ( 2 개 ), + ,00141, ,양파, ( 2 개 ), + ,00142, ,대파, ( 1 개 ), + ,03146, ,식칼, ( 1 개 ),,,,,,,,,,
09020,06178,토한 비루 죽, = ,00126, ,비루 가루, ( ? 개 ), + ,00148, ,국자, ( ? 개 ), + ,03102, ,토한 비루, ( ? 개 ), + ,03143, ,레두스타, ( ? 개 ),,,,,,,,,,
09021,09142,동물꼬리 혁띠, = ,00010, ,쥐꼬리, ( 1 개 ), + ,03043, ,개꼬리, ( 1 개 ), + ,03094, ,소꼬리, ( 1 개 ), + ,06007, ,고양이 꼬리, ( 1 개 ),,,,,,,,,,
09022,09143,전기 지갑, = ,00030, ,지갑, ( ? 개 ), + ,00084, ,저전도 철판, ( ? 개 ), + ,06034, ,전격 엑기스, ( ? 개 ), + ,06104, ,박살공주의 망치, ( ? 개 ),,,,,,,,,,
09023,12066,로리 빔포, = ,03002, ,유치원생의 신발, ( 1 개 ), + ,06002, ,유치원생의 모자, ( 1 개 ), + ,06077, ,쇼타 빔포, ( 1 개 ), + ,06089, ,트랜스폼 모듈, ( 1 개 ),,,,,,,,,,
09024,12067,여자 소학생 도촬 사진, = ,03082, ,타나카의 사진, ( ? 개 ), + ,06001, ,소학생 교복 치마, ( ? 개 ), + ,06093, ,조닥 카메라, ( ? 개 ), + ,09019, ,소학생 교복 상의, ( ? 개 ),,,,,,,,,,
09025,12068,롹커가 되는 21가지 방법, = ,00049, ,확음악 테이프, ( ? 개 ), + ,00119, ,오이, ( ? 개 ), + ,06166, ,확 매니아 장식, ( ? 개 ), + ,09035, ,이쁘고 깜찍한 짓 교습서, ( ? 개 ),,,,,,,,,,
09026,12069,얼굴 지우는 지우개, = ,03001, ,소학생의 지우개, ( 1 개 ), + ,03095, ,검은 위액, ( 1 개 ), + ,06168, ,초 와사비, ( 1 개 ), + ,09048, ,키토산 알약, ( 1 개 ),,,,,,,,,,
09027,06189,나사 건, = ,00037, ,10mm 나사, ( 2 개 ), + ,00078, ,빨판총, ( 1 개 ), + ,00079, ,20mm 나사, ( 2 개 ), + ,00080, ,40mm 베어링, ( 2 개 ),,,,,,,,,,
09028,06190,엘리멘탈 개미다리, = ,03156, ,불개미의 다리, ( 1 개 ), + ,03157, ,물개미의 다리, ( 1 개 ), + ,03158, ,전기개미의 다리, ( 1 개 ), + ,03159, ,독개미의 다리, ( 1 개 ),,,,,,,,,,
09029,12073,무지개 뼈다귀 몽둥이, = ,00143, ,나일론 실, ( 3 개 ), + ,06122, ,오우거 로드의 몽뎅이, ( 1 개 ), + ,09126, ,무지개 뼈다귀, ( 2 개 ), + ,12001, ,무지개 피, ( 1 개 ),,,,,,,,,,
09030,09153,스모킹맨 Z, = ,00018, ,THAT, ( 2 개 ), + ,03018, ,티메, ( 2 개 ), + ,03031, ,44라이트, ( 2 개 ), + ,06055, ,물보로, ( 2 개 ),,,,,,,,,,
09031,09159,본 실드, = ,00010, ,쥐꼬리, ( ? 개 ), + ,00069, ,뼈다귀, ( ? 개 ), + ,00143, ,나일론 실, ( ? 개 ), + ,03074, ,철판, ( ? 개 ),,,,,,,,,,
09032,12084,스톰 나이프, = ,03146, ,식칼, ( ? 개 ), + ,06034, ,전격 엑기스, ( ? 개 ), + ,06061, ,뇌옥, ( ? 개 ), + ,06067, ,에너지 에센스, ( ? 개 ),,,,,,,,,,
09033,12091,홀리 코티드 스케일 메일, = ,00152, ,낡은 갑옷 비늘, ( ? 개 ), + ,03083, ,사낙의 비늘, ( ? 개 ), + ,03161, ,낡은 갑옷, ( ? 개 ), + ,09160, ,홀리 코팅 연고, ( ? 개 ),,,,,,,,,,
09034,03189,칠흑빛 재, = ,00154, ,적색 재, ( 1 개 ), + ,00155, ,청색 재, ( 1 개 ), + ,00156, ,녹색 재, ( 1 개 ), + ,00157, ,황색 재, ( 1 개 ),,,,,,,,,,
09035,12092,다크니스 메일, = ,00163, ,검은 갑옷 비늘, ( ? 개 ), + ,03189, ,칠흑빛 재, ( ? 개 ), + ,06198, ,언홀리 엠블렘, ( ? 개 ), + ,09171, ,검은 갑옷, ( ? 개 ),,,,,,,,,,
09036,12093,인조 수족, = ,09011, ,인조 손, ( 2 개 ), + ,09175, ,인조 발, ( 2 개 ), + ,09176, ,인조 팔, ( 2 개 ), + ,09177, ,인조 다리, ( 2 개 ),,,,,,,,,,
09037,06211,신앙의 증표(은), = ,03179, ,신앙의 증표(흑), ( 1 개 ), + ,03180, ,신앙의 증표(적), ( 1 개 ), + ,03181, ,신앙의 증표(청), ( 1 개 ), + ,03182, ,빛나는 깃털, ( 1 개 ),,,,,,,,,,
09038,09180,블랙 포이즌 대거, = ,03186, ,검은 단검, ( 1 개 ), + ,06062, ,독옥, ( 1 개 ), + ,06197, ,다크 에센스, ( 1 개 ), + ,06198, ,언홀리 엠블렘, ( 1 개 ),,,,,,,,,,
09039,15030,엘레멘타리 인포서, = ,06206, ,빛만나는 장검, ( ? 개 ), + ,09160, ,홀리 코팅 연고, ( ? 개 ), + ,12039, ,유니콘의 뿔, ( ? 개 ), + ,15016, ,정령옥, ( ? 개 ),,,,,,,,,,
09040,12094,매지션 스태프, = ,03047, ,마법사의 지팡이, ( ? 개 ), + ,09085, ,투명한 피, ( ? 개 ), + ,09130, ,정체불명의 무언가, ( ? 개 ), + ,09182, ,고급 마술서, ( ? 개 ),,,,,,,,,,
09041,15031,양염의 무녀복, = ,00165, ,적색 옷, ( 2 개 ), + ,06059, ,화옥, ( 3 개 ), + ,06185, ,붉은 유리 구슬, ( 2 개 ), + ,12070, ,화사 무녀복, ( 2 개 ),,,,,,,,,,
09042,09184,니코틴 스피더, = ,00078, ,빨판총, ( ? 개 ), + ,03031, ,44라이트, ( ? 개 ), + ,03163, ,THAT mk-2, ( ? 개 ), + ,06055, ,물보로, ( ? 개 ),,,,,,,,,,
09043,06214,인섹트 프로텍터, = ,00007, ,알껍질, ( ? 개 ), + ,00015, ,딱정벌레의 등껍질, ( ? 개 ), + ,00103, ,5mm 철갑, ( ? 개 ), + ,03161, ,낡은 갑옷, ( ? 개 ),,,,,,,,,,
09044,15032,백설의 무녀복, = ,00166, ,청색 옷, ( 2 개 ), + ,06060, ,수옥, ( 3 개 ), + ,06186, ,푸른 유리 구슬, ( 2 개 ), + ,12004, ,수사 무녀복, ( 2 개 ),,,,,,,,,,
09045,12102,네코미미 코스튬, = ,06007, ,고양이 꼬리, ( ? 개 ), + ,06017, ,츄의 발바닥, ( ? 개 ), + ,09137, ,사자 가죽, ( ? 개 ), + ,09185, ,네코미미, ( ? 개 ),,,,,,,,,,
09046,09186,사이보그 강아지 mk-II, = ,00016, ,개털, ( 10 개 ), + ,00040, ,개이빨, ( 5 개 ), + ,03116, ,왕고철, ( 2 개 ), + ,06066, ,사이보그 강아지의 목, ( 1 개 ),,,,,,,,,,
09047,15035,웨이트리스 코스튬, = ,03147, ,쇠바늘, ( ? 개 ), + ,06221, ,웨이트리스의 쟁반, ( ? 개 ), + ,12017, ,좀비 비소녀 웨이트리스복, ( ? 개 ), + ,12023, ,빵집 아가씨의 제복, ( ? 개 ),,,,,,,,,,
09048,12104,홀리 체이서, = ,00089, ,대나무, ( ? 개 ), + ,03193, ,빛나는 화살, ( ? 개 ), + ,06200, ,엔젤 하이로우, ( ? 개 ), + ,09172, ,괴악한 하프, ( ? 개 ),,,,,,,,,,
09049,15036,쇼타 빔캐논, = ,00080, ,40mm 베어링, ( ? 개 ), + ,06077, ,쇼타 빔포, ( ? 개 ), + ,09130, ,정체불명의 무언가, ( ? 개 ), + ,12002, ,나노 제너레이터, ( ? 개 ),,,,,,,,,,
09050,12109,크레이지 클라우드의 마법서, = ,00118, ,농약, ( ? 개 ), + ,06027, ,독 엑기스, ( ? 개 ), + ,09103, ,독암, ( ? 개 ), + ,09182, ,고급 마술서, ( ? 개 ),,,,,,,,,,
09051,09193,롹 블래스트의 주문서, = ,00049, ,확음악 테이프, ( ? 개 ), + ,03020, ,이타라즐의 마법서, ( ? 개 ), + ,03196, ,확시계 폭탄, ( ? 개 ), + ,09147, ,롹 에센스, ( ? 개 ),,,,,,,,,,
09052,15039,로리 돌피 몸통(완전판), = ,03160, ,돌피다리(소), ( ? 개 ), + ,03204, ,다부쳐Z, ( ? 개 ), + ,06223, ,돌피 팔(소), ( ? 개 ), + ,12111, ,로리 여성 돌피 몸통, ( ? 개 ),,,,,,,,,,
09053,12112,여성 돌피 몸통(완전판), = ,03086, ,돌피 다리, ( ? 개 ), + ,03204, ,다부쳐Z, ( ? 개 ), + ,06092, ,돌피 팔, ( ? 개 ), + ,09046, ,일반 여성 돌피 몸통, ( ? 개 ),,,,,,,,,,
09054,15040,쇼타 돌피 몸통(완전판), = ,03160, ,돌피다리(소), ( ? 개 ), + ,03204, ,다부쳐Z, ( ? 개 ), + ,06223, ,돌피 팔(소), ( ? 개 ), + ,12113, ,쇼타 남성 돌피 몸통, ( ? 개 ),,,,,,,,,,
09055,09197,돌화살, = ,00067, ,돌맹이, ( 3 개 ), + ,03193, ,빛나는 화살, ( 1 개 ), + ,06062, ,독옥, ( 3 개 ), + ,06104, ,박살공주의 망치, ( 1 개 ),,,,,,,,,,
09056,12116,뷰티 프린세스 크라운, = ,06095, ,미스좀비 미의 관, ( 1 개 ), + ,09016, ,프린세스 크라운, ( 1 개 ), + ,09108, ,암넬 #13, ( 1 개 ), + ,09120, ,고블린 프린세스 크라운, ( 1 개 ),,,,,,,,,,
09057,09198,인술 두꺼비 소환의 두루마리, = ,00093, ,두꺼비 가죽, ( 5 개 ), + ,03081, ,두꺼비 혓바닥, ( 2 개 ), + ,06027, ,독 엑기스, ( 1 개 ), + ,06202, ,빈 두루마리, ( 1 개 ),,,,,,,,,,
09058,12118,인술 진천소뢰술의 두루마리, = ,03158, ,전기개미의 다리, ( ? 개 ), + ,06034, ,전격 엑기스, ( ? 개 ), + ,06202, ,빈 두루마리, ( ? 개 ), + ,12082, ,뇌장 비전서, ( ? 개 ),,,,,,,,,,
09059,15052,108 번뇌의 경전, = ,06098, ,동클교 성서, ( 1 개 ), + ,09033, ,올인교 성서, ( 1 개 ), + ,09056, ,빽클교 성서, ( 1 개 ), + ,09082, ,업클교 성서, ( 1 개 ),,,,,,,,,,
09060,09202,사발 에센스, = ,00091, ,육개장 작은 사발면, ( 1 개 ), + ,00136, ,수면 사발면, ( 1 개 ), + ,03138, ,엑토플라즘 사발면, ( 1 개 ), + ,03162, ,육개장 왕 사발면, ( 1 개 ),,,,,,,,,,
09061,12157,근육 요정 슈츠, = ,03230, ,괴상한 천, ( ? 개 ), + ,09083, ,근육 요정의 몸, ( ? 개 ), + ,09108, ,암넬 #13, ( ? 개 ), + ,09124, ,쿠소한 무언가, ( ? 개 ),,,,,,,,,,
09062,15088,어비셜 블레이드, = ,06204, ,검은 장검, ( ? 개 ), + ,09227, ,헬스톤 조각, ( ? 개 ), + ,12030, ,고통 에센스, ( ? 개 ), + ,12139, ,네거티브 에너지 에센스, ( ? 개 ),,,,,,,,,,
09063,09100,화암, = ,00081, ,무색의 엑토플라즘, ( 7 개 ), + ,06059, ,화옥, ( 2 개 ), + ,06067, ,에너지 에센스, ( 3 개 ), + ,06185, ,붉은 유리 구슬, ( 2 개 ),,,,,,,,,,
09064,09101,수암, = ,00081, ,무색의 엑토플라즘, ( 7 개 ), + ,06060, ,수옥, ( 2 개 ), + ,06067, ,에너지 에센스, ( 3 개 ), + ,06186, ,푸른 유리 구슬, ( 2 개 ),,,,,,,,,,
09065,09102,뇌암, = ,00081, ,무색의 엑토플라즘, ( 7 개 ), + ,06034, ,전격 엑기스, ( 2 개 ), + ,06061, ,뇌옥, ( 2 개 ), + ,06067, ,에너지 에센스, ( 3 개 ),,,,,,,,,,
09066,09103,독암, = ,00081, ,무색의 엑토플라즘, ( 7 개 ), + ,06027, ,독 엑기스, ( 2 개 ), + ,06062, ,독옥, ( 2 개 ), + ,06067, ,에너지 에센스, ( 3 개 ),,,,,,,,,,
09067,06251,천 덧댄 넝마, = ,00143, ,나일론 실, ( ? 개 ), + ,00176, ,넝마, ( ? 개 ), + ,03147, ,쇠바늘, ( ? 개 ), + ,03230, ,괴상한 천, ( ? 개 ),,,,,,,,,,
09068,15089,메모리 메탈 오브, = ,09148, ,강력 염산, ( ? 개 ), + ,09188, ,스위스 빔 농기구, ( ? 개 ), + ,09213, ,형상기억 액체금속, ( ? 개 ), + ,12014, ,기계 구슬, ( ? 개 ),,,,,,,,,,
09069,15090,무지개 뇌, = ,09218, ,노란 뇌, ( ? 개 ), + ,09219, ,녹색 뇌, ( ? 개 ), + ,12145, ,파란 뇌, ( ? 개 ), + ,12146, ,빨간 뇌, ( ? 개 ),,,,,,,,,,
09070,09244,엠블렘 오브 다크썬, = ,03217, ,네거티브 에너지 시드, ( 2 개 ), + ,06198, ,언홀리 엠블렘, ( 1 개 ), + ,06233, ,태양의 결정, ( 3 개 ), + ,06237, ,흑마술의 가루, ( 2 개 ),,,,,,,,,,
09071,12168,성령의 수리검, = ,06199, ,홀리 엠블렘, ( 1 개 ), + ,09215, ,오리할콘 덩어리, ( 3 개 ), + ,09249, ,성스러운 수리검, ( 2 개 ), + ,12039, ,유니콘의 뿔, ( 1 개 ),,,,,,,,,,
09072,15097,벽광의 수리검, = ,09106, ,다이아몬드 조각, ( 8 개 ), + ,12001, ,무지개 피, ( 5 개 ), + ,12168, ,성령의 수리검, ( 2 개 ), + ,15065, ,에인션트 유니콘의 뿔, ( 2 개 ),,,,,,,,,,
09073,18020,직사의 수리검, = ,15059, ,네거티브 아이, ( 3 개 ), + ,15063, ,리빙 룬, ( 6 개 ), + ,15066, ,소울 오브, ( 2 개 ), + ,15097, ,벽광의 수리검, ( 1 개 ),,,,,,,,,,
09074,24002,종언의 수리검, = ,21042, ,다클리스트, ( ? 개 ), + ,21167, ,"종말의 디스크, 합성", ( ? 개 ), + ,18019, ,파멸의 피리, ( ? 개 ), + ,18020, ,직사의 수리검, ( ? 개 ),,,,,,,,,,
09075,15098,헬파이어 하푼, = ,09230, ,글리프 오브 둠, ( ? 개 ), + ,12138, ,불타는 심장, ( ? 개 ), + ,12169, ,다크니스 하푼, ( ? 개 ), + ,15073, ,헬스톤, ( ? 개 ),,,,,,,,,,
09076,18021,멸혼검, = ,15066, ,소울 오브, ( ? 개 ), + ,15072, ,지옥불의 심장, ( ? 개 ), + ,15073, ,헬스톤, ( ? 개 ), + ,15088, ,어비셜 블레이드, ( ? 개 ),,,,,,,,,,
09077,15100,웨더 오브, = ,12014, ,기계 구슬, ( ? 개 ), + ,12130, ,구름 에센스, ( ? 개 ), + ,12131, ,태양 에센스, ( ? 개 ), + ,12132, ,달 에센스, ( ? 개 ),,,,,,,,,,
09078,09252,네거티브 에너지 소드, = ,03046, ,귀소녀의 뿔, ( 2 개 ), + ,03217, ,네거티브 에너지 시드, ( 1 개 ), + ,06237, ,흑마술의 가루, ( 1 개 ), + ,06262, ,본 소드, ( 2 개 ),,,,,,,,,,
09079,15102,데모닉 메탈, = ,09108, ,암넬 #13, ( ? 개 ), + ,09228, ,화염의 가루, ( ? 개 ), + ,12056, ,마인의 발톱, ( ? 개 ), + ,12138, ,불타는 심장, ( ? 개 ),,,,,,,,,,
09080,12172,라지 혼 실드, = ,00114, ,돼지표 본드, ( ? 개 ), + ,06087, ,사낙의 뿔, ( ? 개 ), + ,06128, ,청년 드래곤의 뿔, ( ? 개 ), + ,09129, ,뿔실드, ( ? 개 ),,,,,,,,,,
09081,18025,, = ,15067, ,보우 엠블렘, ( ? 개 ), + ,15068, ,액스 엠블렘, ( ? 개 ), + ,15069, ,소드 엠블렘, ( ? 개 ), + ,15070, ,해머 엠블렘, ( ? 개 ),,,,,,,,,,
09082,15105,엘리멘타리 애로우, = ,09194, ,불타는 화살, ( ? 개 ), + ,09195, ,차가운 화살, ( ? 개 ), + ,09196, ,카마이타치 화살, ( ? 개 ), + ,09197, ,돌화살, ( ? 개 ),,,,,,,,,,
09083,15106,벨트 오브 스트렝스, = ,12140, ,파이터의 벨트, ( ? 개 ), + ,12141, ,버서커의 벨트, ( ? 개 ), + ,12142, ,챔피언의 벨트, ( ? 개 ), + ,15071, ,치프의 벨트, ( ? 개 ),,,,,,,,,,
09084,15107,사대정령의 보석, = ,09039, ,불의 정령의 검, ( 1 개 ), + ,09040, ,물의 정령의 방패, ( 1 개 ), + ,09041, ,바람의 정령의 투구, ( 1 개 ), + ,09042, ,땅의 정령의 갑옷, ( 1 개 ),,,,,,,,,,
09085,15108,뱃사람의 뼈, = ,00069, ,뼈다귀, ( ? 개 ), + ,00143, ,나일론 실, ( ? 개 ), + ,12058, ,투명 뼈다귀, ( ? 개 ), + ,12065, ,투명피 담긴 바께쓰, ( ? 개 ),,,,,,,,,,
09086,15110,비홀더 아이 네클리스, = ,00143, ,나일론 실, ( 2 개 ), + ,03147, ,쇠바늘, ( 1 개 ), + ,06116, ,비홀더의 작은 눈알, ( 3 개 ), + ,15008, ,비홀더의 왕눈알, ( 1 개 ),,,,,,,,,,
09087,18027,소울 파이어의 마법서, = ,09201, ,어프렌티스 마법서, ( ? 개 ), + ,15072, ,지옥불의 심장, ( ? 개 ), + ,15079, ,플레임 스크롤, ( ? 개 ), + ,15083, ,마인드 스크롤, ( ? 개 ),,,,,,,,,,
09088,12178,여자 중학생 하복, = ,03025, ,루즈 삭스, ( ? 개 ), + ,03242, ,가위, ( ? 개 ), + ,06015, ,중학생 교복 상의, ( ? 개 ), + ,09006, ,중학생 교복 치마, ( ? 개 ),,,,,,,,,,
09089,12179,크림슨 리본, = ,06059, ,화옥, ( ? 개 ), + ,06271, ,빨간 리본, ( ? 개 ), + ,09181, ,언홀리 크로스, ( ? 개 ), + ,09226, ,지옥불의 혓바닥, ( ? 개 ),,,,,,,,,,
09090,18028,스위스 갓스 농기구, = ,09188, ,스위스 빔 농기구, ( ? 개 ), + ,15055, ,갓스 호미, ( ? 개 ), + ,15056, ,갓스 낚시대, ( ? 개 ), + ,15057, ,갓스 곡괭이, ( ? 개 ),,,,,,,,,,
09091,18043,파워 드링크, = ,09277, ,그레이 펑거스, ( ? 개 ), + ,15094, ,핫 만드라고라, ( ? 개 ), + ,15114, ,불타는 마음, ( ? 개 ), + ,15142, ,루비, ( ? 개 ),,,,,,,,,,
09092,18044,인텔리전트 드링크, = ,09130, ,정체불명의 무언가, ( ? 개 ), + ,15065, ,에인션트 유니콘의 뿔, ( ? 개 ), + ,15134, ,블랙 펑거스, ( ? 개 ), + ,15143, ,사파이어, ( ? 개 ),,,,,,,,,,
09093,18045,챰 드링크, = ,12038, ,글래머 코어, ( 1 개 ), + ,15014, ,다이아몬드, ( 1 개 ), + ,15041, ,에로 에센스, ( 1 개 ), + ,15046, ,잡탕 엑기스, ( 1 개 ),,,,,,,,,,
09094,18046,센시빌리티 드링크, = ,12001, ,무지개 피, ( ? 개 ), + ,15090, ,무지개 뇌, ( ? 개 ), + ,15091, ,잔디 에센스, ( ? 개 ), + ,15144, ,아쿠아마린, ( ? 개 ),,,,,,,,,,
09095,18047,컨스티튜드 드링크, = ,12106, ,죽엽청주, ( ? 개 ), + ,15061, ,흑룡의 뿔, ( ? 개 ), + ,15127, ,자라 알맹이, ( ? 개 ), + ,15145, ,토파즈, ( ? 개 ),,,,,,,,,,
09096,15155,스토커 블레이드, = ,03204, ,다부쳐Z, ( ? 개 ), + ,09280, ,날카로운 스토커의 팔, ( ? 개 ), + ,12030, ,고통 에센스, ( ? 개 ), + ,12075, ,무라사메의 손잡이, ( ? 개 ),,,,,,,,,,
09097,21008,쉐도우 스파크의 마법서, = ,12184, ,전기가 흐르는 뿔, ( 3 개 ), + ,15038, ,브레인쇼크의 마법서, ( 2 개 ), + ,15132, ,포세이크 스톤, ( 4 개 ), + ,18031, ,쉐도우 오브, ( 2 개 ),,,,,,,,,,
09098,03282,글레이브, = ,00110, ,녹슬은 철봉, ( 1 개 ), + ,00114, ,돼지표 본드, ( 1 개 ), + ,00143, ,나일론 실, ( 1 개 ), + ,03146, ,식칼, ( 1 개 ),,,,,,,,,,
09099,06300,실버 스피어, = ,03042, ,은십자가, ( 1 개 ), + ,03143, ,레두스타, ( 1 개 ), + ,03182, ,빛나는 깃털, ( 1 개 ), + ,03282, ,글레이브, ( 1 개 ),,,,,,,,,,
09100,09302,블레스드 스피어, = ,03271, ,에너지 시드, ( ? 개 ), + ,06199, ,홀리 엠블렘, ( ? 개 ), + ,06266, ,라이프 시드, ( ? 개 ), + ,06300, ,실버 스피어, ( ? 개 ),,,,,,,,,,
09101,12214,화이트 샤인, = ,09063, ,샤이닝 곡괭이, ( 1 개 ), + ,09102, ,뇌암, ( 2 개 ), + ,09267, ,전기축적 기관, ( 2 개 ), + ,09302, ,블레스트 스피어, ( 1 개 ),,,,,,,,,,
